timestamp,actual_roll,cmd_roll,baro_alt,roll_rate,vert_vel,servo_cmd,servo_act
9.55,-3.92406646197295e-10,0,330.169690072725,1.8740039336986e-09,-10.9990246934382,-1.11060592275659e-05,-3.25684200474535e-06
9.6,-3.01206082287055e-10,0,329.605023825315,1.77360584674135e-09,-11.4895251180412,-3.84056255337383e-05,-3.34806520450178e-05
9.65,-2.18230635757546e-10,0,329.015832556674,1.57375958101376e-09,-11.9800255426442,-5.35692764096658e-05,-5.09487007147617e-05
9.7,-1.4693788338915e-10,0,328.402116266804,1.32318455717704e-09,-12.4705259672472,-5.9566383773711e-05,-5.86669059612359e-05
9.75,-8.87353023536707e-11,0,327.763874955704,1.05791632532339e-09,-12.9610263918503,-5.90503393698122e-05,-5.93567172024568e-05
9.8,-4.35687190769388e-11,0,327.101108623373,8.0289105140549e-10,-13.4515268164533,-5.42659243944317e-05,-5.53466913192632e-05
9.85,-1.04214348238254e-11,0,326.413817269812,5.73828506671865e-10,-13.9420272410563,-4.70187975507935e-05,-4.8530353574907e-05
9.9,1.22832748430119e-11,0,325.702000895021,3.79170776932526e-10,-14.4325276656593,-3.86883583413083e-05,-4.03710639784799e-05
9.95,2.63738456809323e-11,0,324.965659499,2.21911944641108e-10,-14.9230280902623,-3.02683268746932e-05,-3.19376025636077e-05
10,3.37075943667397e-11,0,324.204793081749,1.01217998851642e-10,-15.4135285148653,-2.2422599462383e-05,-2.39573917735268e-05
